,Date,Tweets
126,2019-02-10 08:32:42,Another flight today....this time to Melbourne to run as Cloud Computing Foundation course.... #aviationgeek #brisbane #brisbaneairport #cloudcomputing #melbourne #cybersecurity #datascience #IoT #bigdata #flyingkangaroo #qantas https://t.co/BStsSHKlDW https://t.co/lTSQ3GuFWQ
127,2019-02-10 06:52:53,SUPER CANCELLED: Qantas cancels A380 order https://t.co/3yYarWsOy5 @Qantas #qantas #superjumbo #plane #aircraft #a380 #airbus #flying #travel #tourism https://t.co/c2ZnXYoi2n
128,2019-02-10 05:44:32,SUPER CANCELLED: Qantas cancels A380 order https://t.co/JYIzH4Ai7u @Qantas #qantas #superjumbo #plane #aircraft #a380 #airbus #flying #travel #tourism https://t.co/GaWcZq8v7j
129,2019-02-10 05:22:49,Should’ve known complaining to Qantas was a waste of time. “Sorry that this isn’t the outcome you were hoping for.” I highly doubt they mean that. They most likely ignored my complaint  #Qantas #jetstsr #badairline #deceitful
130,2019-02-10 03:24:45,Leaving Melbourne for Singapore @qantas #QF35 airbus @melair #a380 #airbus #qantas #flight #aviation #travel #holiday #windowseat #takeoff #melbourne #airport #tullamarine @ Melbourne Airport https://t.co/iYwBNCxUaf
131,2019-02-10 02:08:59,"PLEASE RETWEET   Qantas is charging emergency service workers deployed on Townsville for the floods excess baggage fees to get home with their equipment - thank you spirit of Australia, #QANTAS"
132,2019-02-09 23:38:44,#Qantas Pilot : Unfortunately this airplane is broken Everybody bitching and there’s me happily thinking well thank fuck you worked that out before we took off! I am very chilled out today 😂
133,2019-02-09 23:37:59,Saturday FIFO with a business class upgrade! #qantas #qantasplatinum #upgrade #fifo #melbournebound #saturday han__edwards @ Qantas Domestic Business Lounge -… https://t.co/aTFl4jOVLM
134,2019-02-09 23:25:08,On the road again. Four countries in 10 days is not good for the body or mind but the QF staff in the lounge make up for the flights. Thanks Debbie Rudar for great service #ontheroadagain #greatservice #qantas
135,2019-02-09 21:53:44,"Bad service - I Always fly Qantas a lady called Gabriel ""curtly"" informed me that access is only for loyal members!!!!! I limped away with my broken angle.  #qantasclub #qantasbusiness #qantas #membership #executivecoach #businesscoach #customerservice #customerexperience https://t.co/2q4KlVjfIX"
136,2019-02-09 21:24:56,@flightradar24 @Qantas Why #Rainman flyies on #Qantas @Qantas https://t.co/2nRMbHYVCu
137,2019-02-09 20:08:33,Happy 50th #Boeing747 Lucky to have flown on her a number of times. I was even allowed onto the flightdeck many moons ago during a flight over the Soviet Union. Unforgettable. #Qantas #QueenOfTheSkies #Boeing https://t.co/UfJJ7ykvvg
138,2019-02-09 14:01:17,Planning a visit to Uluru? Jetstar fly direct from Melbourne and Sydney. #VirginAustralia fly direct from Sydney #Qantas Link fly direct from Cairns and Alice Springs.  Stop planning! Book it now! https://t.co/LQcISr9ZEo
139,2019-02-09 12:19:13,End of the road. #A380 #airlines #Qantas #Emirates Airbus hit by jet cancellations as A380 shutdown looms - The Financial Express https://t.co/41SFZuyCUu
140,2019-02-09 11:23:20,Celebrating the 50th anniversary of @Boeing 747’s first flight by sporting my favorite 747 cuff links. #747 #avgeek #aviation #united #Qantas #QueenOfTheSkies https://t.co/sUi7G9Dw5d
141,2019-02-09 09:51:32,. @Sabre_Corp Welcomes @Qantas as Newest Beyond #NDC Program’ Partner https://t.co/2Y174PVJe8 #Sabre #Qantas #travel #technology #aviation #airlines #ttot https://t.co/SFpa09ICpR
